aX,aY,aZ,gX,gY,gZ
0.674,0.493,-0.085,-15.564,-1.831,5.127
0.646,0.651,-0.204,-2.197,16.846,21.301
0.626,0.714,-0.267,0.854,21.362,23.682
0.604,0.812,-0.378,-0.916,20.630,19.958
0.595,0.830,-0.404,-3.662,16.479,15.320
0.553,0.826,-0.435,-6.226,6.409,6.836
0.536,0.811,-0.442,-7.324,1.648,4.150
0.542,0.789,-0.426,-8.667,-4.639,-0.061
0.551,0.759,-0.417,-7.141,-6.958,-1.709
0.553,0.707,-0.370,-7.080,-11.292,-1.526
0.552,0.701,-0.357,-8.179,-11.047,0.732
0.560,0.731,-0.338,-8.179,-9.033,2.136
0.563,0.749,-0.327,-6.714,-6.592,2.319
0.564,0.764,-0.322,-3.723,-5.371,1.038
0.566,0.766,-0.330,-3.113,-4.517,-1.404
0.568,0.761,-0.341,-3.906,-4.333,-2.319
0.572,0.759,-0.340,-4.089,-4.333,-3.723
0.578,0.756,-0.346,-3.296,-4.822,-4.089
0.574,0.734,-0.330,-3.662,-5.737,-5.188
0.571,0.727,-0.327,-2.808,-5.310,-5.188
0.568,0.729,-0.328,0.671,-4.150,-4.333
0.571,0.737,-0.329,1.709,-3.845,-4.272
0.580,0.738,-0.322,1.953,-3.113,-5.066
0.582,0.726,-0.320,2.502,-2.747,-6.104
0.587,0.713,-0.323,4.578,-1.709,-5.493
0.586,0.712,-0.321,5.066,-1.221,-4.578
0.584,0.713,-0.282,4.089,-0.427,-3.723
0.581,0.733,-0.298,3.723,0.000,-3.479
0.577,0.741,-0.284,3.662,0.732,-3.357
0.572,0.732,-0.277,4.456,4.089,-3.296
0.573,0.727,-0.277,4.578,6.287,-3.113
0.576,0.727,-0.308,6.104,9.827,-1.892
0.585,0.732,-0.322,6.165,10.620,-1.770
0.591,0.728,-0.339,4.944,10.132,-1.465
0.593,0.732,-0.349,3.601,9.216,-1.953
0.597,0.741,-0.381,0.610,6.348,-2.747
0.596,0.742,-0.387,-0.488,4.456,-3.296
0.608,0.741,-0.384,-2.014,0.610,-4.211
0.612,0.737,-0.388,-2.197,-0.916,-4.822
0.609,0.721,-0.375,-2.197,-3.113,-5.676
0.605,0.715,-0.373,-1.404,-3.662,-5.310
0.595,0.726,-0.367,-0.977,-4.333,-4.211
0.588,0.737,-0.353,-1.648,-4.822,-3.845
0.585,0.741,-0.334,-0.244,-4.883,-3.784
0.574,0.736,-0.335,1.221,-4.639,-3.540
0.585,0.736,-0.322,2.991,-4.211,-3.418
0.590,0.723,-0.323,3.906,-3.784,-3.845
0.588,0.707,-0.319,4.578,-3.662,-3.845
0.586,0.704,-0.309,3.845,-3.174,-3.601
0.588,0.706,-0.314,3.662,-1.404,-3.662
0.584,0.707,-0.317,2.869,-0.671,-3.540
0.571,0.724,-0.312,1.038,-0.854,-3.296
0.564,0.737,-0.314,0.916,-0.122,-3.174
0.557,0.764,-0.324,2.014,1.404,-3.540
0.556,0.774,-0.336,3.052,2.197,-4.272
0.554,0.786,-0.343,2.869,1.892,-4.822
0.568,0.788,-0.358,2.563,1.160,-7.935
0.576,0.776,-0.355,2.563,0.427,-9.888
0.622,0.729,-0.355,3.601,-0.183,-13.672
0.625,0.697,-0.355,3.662,-0.549,-15.137
0.649,0.658,-0.344,2.991,-2.136,-15.259
0.653,0.642,-0.337,3.052,-2.563,-14.343
0.656,0.634,-0.341,2.930,-2.808,-10.742
0.661,0.642,-0.330,1.404,-3.174,-8.789
0.667,0.648,-0.327,1.831,-3.418,-6.836
0.660,0.647,-0.335,2.136,-3.540,-5.859
0.653,0.673,-0.325,0.061,-4.517,-3.906
0.655,0.680,-0.318,-0.488,-4.700,-3.723
0.660,0.661,-0.324,0.793,-4.944,-3.967
0.657,0.656,-0.326,0.610,-5.493,-3.601
-0.221,2.045,-1.075,28.503,150.940,234.558
-0.228,2.284,-1.136,40.344,139.954,210.876
-0.079,2.503,-1.227,45.166,105.469,123.962
0.080,2.407,-1.284,42.786,78.430,65.369
0.253,1.730,-0.993,35.583,-0.793,-40.161
0.326,1.321,-0.749,38.696,-30.579,-73.792
0.514,0.591,-0.364,46.204,-54.260,-102.844
0.621,0.319,-0.225,42.664,-52.002,-102.722
0.841,-0.013,0.034,26.245,-38.269,-83.862
0.923,-0.092,0.092,3.784,-17.578,-48.218
0.963,-0.085,0.129,5.066,-9.277,-26.855
0.870,0.176,0.044,-5.920,7.568,14.526
0.791,0.346,-0.037,-9.094,15.686,29.968
0.670,0.687,-0.212,-11.353,29.053,44.495
0.644,0.834,-0.293,-8.911,33.569,45.227
0.612,0.972,-0.443,2.136,31.982,33.875
0.598,0.942,-0.504,8.240,26.489,23.193
0.594,0.825,-0.547,8.667,11.780,3.906
0.595,0.780,-0.533,4.700,4.211,-1.282
0.606,0.731,-0.476,-4.761,-7.263,-5.920
0.619,0.711,-0.432,-7.324,-10.925,-8.118
0.647,0.651,-0.353,-4.456,-12.207,-10.681
0.669,0.618,-0.329,-1.465,-10.315,-10.986
0.706,0.553,-0.315,1.099,-6.836,-11.597
0.724,0.539,-0.302,-0.732,-6.531,-11.658
0.750,0.514,-0.278,-4.517,-7.263,-12.146
0.754,0.503,-0.268,-5.737,-7.629,-11.841
0.750,0.496,-0.266,-8.118,-5.920,-7.690
0.751,0.500,-0.282,-8.057,-4.395,-4.639
0.750,0.534,-0.311,-5.493,-2.808,2.319
0.746,0.566,-0.313,-4.395,-2.319,5.737
0.729,0.616,-0.327,-3.906,-2.747,9.583
0.717,0.641,-0.333,-4.150,-3.357,10.620
0.717,0.661,-0.343,-4.211,-3.357,9.460
0.719,0.656,-0.349,-3.967,-3.418,7.568
0.707,0.649,-0.352,-4.272,-5.432,5.310
0.691,0.658,-0.340,-5.615,-6.409,5.127
0.681,0.676,-0.327,-5.371,-5.188,3.906
0.675,0.682,-0.313,-3.662,-4.395,2.441
0.676,0.664,-0.312,-1.343,-3.784,0.977
0.684,0.621,-0.305,2.319,-1.709,0.244
0.681,0.610,-0.298,2.563,-0.977,1.404
0.685,0.615,-0.309,1.221,0.854,2.014
0.684,0.617,-0.317,0.061,1.099,2.441
0.680,0.630,-0.323,-1.465,0.793,2.747
0.680,0.637,-0.332,-2.380,0.549,2.625
0.681,0.648,-0.332,-3.479,0.000,1.709
0.693,0.647,-0.344,-2.563,-0.732,0.732
0.695,0.633,-0.340,-1.160,-1.587,-0.061
0.692,0.617,-0.332,-0.061,-2.869,0.122
0.694,0.619,-0.329,-1.587,-2.625,0.671
0.699,0.617,-0.321,-0.427,-2.563,0.671
0.698,0.599,-0.328,0.916,-2.075,0.671
0.700,0.599,-0.330,0.488,-1.648,1.221
0.700,0.603,-0.329,1.343,-1.465,2.136
0.700,0.609,-0.335,2.136,-1.892,2.747
0.698,0.625,-0.332,1.282,-2.441,3.113
0.702,0.625,-0.341,0.916,-2.686,2.686
0.706,0.622,-0.329,-0.366,-4.333,2.136
0.702,0.617,-0.319,-0.671,-4.700,2.136
0.691,0.617,-0.313,-1.038,-4.028,2.686
0.691,0.628,-0.314,-0.916,-3.235,3.052
0.690,0.629,-0.330,0.061,-1.587,4.089
0.692,0.625,-0.331,0.671,-1.770,4.150
0.692,0.636,-0.340,-0.916,-2.563,3.906
0.687,0.648,-0.333,-1.953,-3.296,3.601
0.677,0.656,-0.325,-2.197,-3.662,1.953
0.673,0.669,-0.312,-0.549,-2.991,1.099
0.675,0.649,-0.325,2.869,-0.305,-1.221
0.687,0.631,-0.335,3.174,0.183,-2.197
0.689,0.618,-0.339,2.625,-0.244,-2.380
0.689,0.611,-0.336,2.136,-1.343,-0.916
0.691,0.621,-0.335,1.953,-1.648,-0.183
0.690,0.629,-0.322,1.343,-1.953,-0.061
0.684,0.632,-0.316,1.099,-2.014,0.000
0.678,0.646,-0.314,1.648,-0.366,-0.061
0.678,0.652,-0.320,2.686,0.488,-0.244
0.677,0.662,-0.332,4.211,1.465,-0.610
0.678,0.667,-0.332,4.395,1.709,-1.282
0.682,0.658,-0.335,4.456,1.160,-3.296
0.682,0.648,-0.341,4.395,0.793,-3.662
0.686,0.641,-0.339,3.113,0.000,-3.845
0.693,0.632,-0.342,3.052,-0.122,-4.150
0.693,0.623,-0.341,3.174,-0.610,-4.211
0.693,0.613,-0.328,1.892,-1.953,-3.967
0.691,0.615,-0.325,1.465,-1.892,-3.418
0.690,0.628,-0.322,1.953,-1.770,-3.113
0.686,0.633,-0.322,2.747,-1.465,-2.930
0.681,0.642,-0.322,3.357,-1.099,-3.052
0.679,0.648,-0.320,3.174,-0.854,-3.235
0.683,0.647,-0.330,3.235,-0.732,-3.723
0.687,0.635,-0.329,3.052,-1.099,-4.272
0.691,0.629,-0.330,2.625,-2.380,-4.944
0.695,0.634,-0.325,1.770,-2.686,-5.371
0.700,0.629,-0.325,0.732,-2.930,-6.531
0.697,0.617,-0.315,0.427,-2.991,-6.470
0.693,0.617,-0.316,0.610,-2.869,-6.104
0.693,0.630,-0.316,0.854,-2.258,-5.432
0.696,0.631,-0.314,1.587,-1.892,-5.676
0.693,0.619,-0.323,4.028,-1.465,-5.981
0.694,0.624,-0.333,4.089,-1.526,-5.615
0.689,0.636,-0.336,2.563,-2.319,-4.822
0.686,0.647,-0.337,2.502,-2.319,-5.005
0.682,0.675,-0.353,2.991,-3.052,-5.798
0.676,0.688,-0.351,3.113,-3.784,-6.287
0.654,0.716,-0.352,5.310,-4.211,-7.690
0.641,0.740,-0.365,5.798,-4.150,-8.789
0.641,0.795,-0.389,5.859,-4.272,-12.695
0.640,0.801,-0.390,7.324,-4.822,-15.869
0.663,0.765,-0.392,10.376,-7.263,-24.597
0.676,0.738,-0.382,8.850,-9.827,-29.724
0.690,0.676,-0.348,3.784,-15.259,-37.598
0.693,0.650,-0.333,1.465,-17.273,-40.100
0.690,0.609,-0.310,-1.221,-18.799,-40.649
0.689,0.595,-0.309,-2.258,-18.616,-39.856
0.690,0.611,-0.332,-4.150,-17.273,-36.926
0.698,0.630,-0.355,-4.761,-17.029,-36.743
0.706,0.682,-0.331,-5.859,-20.386,-39.734
0.715,0.661,-0.334,-4.089,-20.935,-42.480
-0.152,-1.763,0.732,-14.221,70.923,226.074
-0.135,-1.793,0.658,-4.883,90.881,240.723
-0.103,-1.881,0.376,-29.297,112.854,257.629
-0.109,-1.927,0.318,-58.533,105.652,259.644
-0.097,-1.795,0.433,-112.488,75.073,258.606
-0.085,-1.539,0.530,-129.395,68.176,257.324
-0.041,-1.068,0.502,-132.751,91.431,265.442
-0.037,-0.878,0.395,-125.854,112.671,271.301
-0.030,-0.468,0.049,-103.149,152.649,279.846
0.032,-0.250,-0.109,-88.074,168.213,284.668
0.097,0.029,-0.354,-51.575,183.289,292.847
0.150,0.003,-0.468,-35.645,174.805,288.208
0.186,-0.101,-0.561,-41.077,114.807,247.681
0.331,-0.389,-0.640,-69.397,78.125,217.834
0.314,-0.513,-0.492,-113.098,38.086,185.425
0.297,-0.572,0.230,-205.017,-21.118,139.160
0.222,-0.551,0.582,-220.032,-17.761,142.151
0.034,-0.412,0.980,-168.030,44.861,193.420
-0.156,-0.251,0.856,-111.267,100.403,236.206
-0.486,0.018,0.224,7.019,233.032,321.533
-0.609,0.146,-0.133,57.068,277.832,355.652
-0.762,0.465,-0.755,116.821,318.787,413.452
-0.803,0.675,-0.953,121.277,317.200,432.678
-0.910,1.264,-1.177,89.966,295.959,436.951
-0.861,1.697,-1.186,54.138,264.526,392.517
-0.894,2.651,-1.386,-34.607,219.849,348.206
-0.846,3.334,-1.463,-87.769,144.897,214.600
-0.668,3.302,-1.385,-67.322,112.061,130.737
-0.518,2.500,-1.206,37.048,46.204,-11.963
-0.437,2.025,-1.063,78.369,20.264,-51.819
-0.300,1.636,-0.663,99.487,-3.296,-98.694
0.135,1.041,-0.491,95.703,-4.211,-115.723
0.349,0.770,-0.350,84.290,-5.188,-132.263
0.736,0.231,-0.172,71.838,-8.301,-129.822
0.890,0.003,-0.102,54.749,-12.268,-120.361
1.045,-0.260,0.018,16.785,-15.259,-82.153
1.065,-0.280,0.057,-0.854,-13.855,-56.885
1.013,-0.066,0.019,-26.672,-4.761,-4.578
0.948,0.105,-0.025,-34.363,2.502,16.052
0.869,0.254,-0.101,-36.377,11.108,31.494
0.788,0.391,-0.181,-34.119,18.921,53.040
0.659,0.632,-0.319,-21.545,29.175,60.669
0.609,0.744,-0.391,-13.916,32.471,65.735
0.569,0.832,-0.471,-7.080,34.485,67.200
0.540,0.900,-0.559,-2.747,33.264,64.697
0.521,0.933,-0.619,-1.282,27.527,59.021
0.517,0.946,-0.671,-3.235,18.799,51.270
0.501,0.949,-0.682,-6.897,6.775,42.419
0.489,0.945,-0.651,-10.559,-3.967,33.936
0.472,0.920,-0.543,-14.709,-19.470,20.813
0.455,0.910,-0.482,-15.625,-23.193,15.137
0.473,0.886,-0.417,-15.442,-24.292,9.216
0.486,0.841,-0.362,-13.000,-23.376,3.357
0.498,0.788,-0.321,-9.033,-20.203,-0.488
0.510,0.747,-0.302,-5.005,-15.442,-1.404
0.522,0.718,-0.298,-2.014,-10.864,-0.366
0.528,0.710,-0.299,1.160,-7.080,1.587
0.534,0.717,-0.314,4.150,-0.183,3.662
0.575,0.734,-0.346,5.066,1.953,2.625
0.603,0.722,-0.353,5.981,2.441,0.732
0.614,0.682,-0.366,6.042,1.831,-2.136
0.611,0.652,-0.381,4.639,0.122,-3.601
0.611,0.647,-0.404,1.648,-1.648,-3.357
0.617,0.642,-0.402,-2.991,-3.723,-2.319
0.610,0.648,-0.381,-6.226,-5.676,-1.526
0.598,0.660,-0.381,-4.272,-6.042,1.038
0.577,0.709,-0.385,-2.625,-5.981,3.052
0.576,0.730,-0.374,-1.038,-5.737,3.479
0.591,0.727,-0.374,1.831,-4.822,2.136
0.605,0.709,-0.391,4.272,-4.333,0.183
0.604,0.689,-0.401,4.333,-5.432,-0.793
0.598,0.684,-0.387,-1.465,-8.789,-0.244
0.585,0.701,-0.349,-3.540,-9.094,0.244
0.577,0.721,-0.340,-4.333,-8.423,0.122
0.574,0.741,-0.350,-4.822,-7.507,0.183
0.564,0.756,-0.337,-5.615,-6.958,0.549
0.556,0.769,-0.322,-5.432,-5.859,0.244
0.554,0.770,-0.328,-3.601,-3.906,-2.380
0.568,0.753,-0.364,0.916,-0.427,-3.113
0.570,0.753,-0.361,1.160,-0.305,-3.418
0.580,0.747,-0.360,1.038,0.854,-4.028
0.587,0.738,-0.368,1.282,1.526,-5.066
0.590,0.728,-0.372,1.099,1.038,-5.981
0.622,0.718,-0.368,-0.549,-0.305,-7.446
0.598,0.716,-0.368,-1.465,-0.916,-8.362
0.602,0.715,-0.374,-1.648,-1.038,-9.399
0.610,0.701,-0.394,-2.014,-1.160,-10.010
0.612,0.692,-0.380,-3.113,-2.563,-9.888
0.611,0.681,-0.371,-2.991,-3.479,-9.521
0.608,0.674,-0.374,-1.709,-3.540,-9.033
0.608,0.667,-0.369,0.793,-2.686,-6.958
0.607,0.672,-0.373,2.380,-2.258,-5.310
0.608,0.682,-0.380,4.089,-2.075,-4.272
0.607,0.692,-0.386,5.737,-2.380,-3.540
0.603,0.704,-0.393,7.080,-2.625,-2.991
0.607,0.712,-0.394,6.958,-3.540,-2.869
0.603,0.723,-0.389,6.104,-4.456,-3.113
0.600,0.734,-0.376,5.005,-4.822,-3.662
0.597,0.742,-0.380,3.296,-6.653,-5.859
0.603,0.748,-0.372,1.465,-7.996,-7.874
0.607,0.736,-0.358,0.122,-8.850,-9.949
0.606,0.722,-0.351,0.122,-9.460,-12.085
0.605,0.705,-0.345,0.549,-9.460,-13.428
0.606,0.694,-0.344,0.488,-8.850,-13.733
0.599,0.688,-0.344,-0.244,-8.606,-13.123
0.592,0.689,-0.342,-3.052,-7.263,-12.207
0.591,0.714,-0.351,-3.357,-5.859,-11.963
0.600,0.727,-0.352,-2.380,-4.883,-12.329
0.608,0.727,-0.362,0.061,-4.028,-13.306
0.620,0.723,-0.368,2.930,-3.967,-14.587
0.629,0.711,-0.367,4.333,-4.517,-16.113
0.644,0.688,-0.361,5.188,-5.554,-18.127
0.682,0.624,-0.356,5.005,-6.714,-21.790
0.712,0.587,-0.353,3.784,-7.690,-23.315
0.736,0.554,-0.354,2.869,-9.399,-24.231
0.749,0.511,-0.350,1.404,-11.353,-23.987
0.745,0.479,-0.339,-0.488,-13.733,-21.851
0.734,0.476,-0.314,-4.211,-14.832,-12.085
0.713,0.500,-0.304,-4.944,-12.451,-6.470

0.128,-2.164,0.353,-39.307,17.334,91.125
0.089,-2.065,0.397,-54.321,15.564,107.666
-0.060,-1.863,0.465,-87.402,12.329,130.432
-0.130,-1.765,0.523,-102.234,20.386,141.296
-0.256,-1.633,0.636,-113.708,31.067,146.240
-0.383,-1.689,0.719,-90.027,64.819,163.635
-0.421,-1.822,0.729,-65.369,88.135,178.589
-0.450,-2.094,0.704,-21.179,131.165,220.276
-0.450,-2.596,0.739,-8.057,146.240,248.901
-0.519,-2.762,0.831,15.015,163.086,324.707
-0.594,-2.656,1.074,29.236,171.082,357.727
-0.592,-2.506,0.998,40.283,185.486,397.949
-0.573,-1.954,0.422,3.601,227.295,407.471
-0.533,-1.579,0.146,-83.923,225.891,404.663
-0.482,-0.858,-0.309,-116.455,217.041,401.245
-0.487,-0.484,-0.474,-127.075,190.491,388.184
-0.421,-0.031,-0.650,-111.389,176.636,374.634
-0.248,0.126,-0.692,-67.383,141.968,338.257
-0.175,0.143,-0.663,-50.903,118.286,317.993
-0.131,0.177,-0.466,-49.683,77.698,279.907
-0.069,0.195,-0.281,-57.190,63.354,265.564
-0.017,0.284,-0.130,-60.120,55.359,255.859
-0.097,0.483,-0.065,-52.063,65.369,263.306
-0.137,0.561,-0.052,-39.001,87.585,265.930
-0.181,0.628,-0.238,-7.141,130.066,263.000
-0.176,0.646,-0.302,1.526,146.362,259.705
-0.116,0.692,-0.355,4.211,129.211,239.319
-0.065,0.735,-0.402,-0.732,125.122,232.117
0.025,0.838,-0.376,-10.315,129.883,227.295
-0.010,0.868,-0.383,-12.329,120.300,221.558
-0.152,1.017,-0.472,-25.818,109.802,211.426
-0.229,1.126,-0.520,-34.729,113.892,206.482
-0.373,1.477,-0.779,-44.922,124.512,194.336
-0.386,1.663,-0.936,-49.255,124.207,182.190
-0.387,2.053,-1.163,-59.326,102.356,137.634
-0.315,2.162,-1.207,-49.438,93.628,106.995
-0.072,2.117,-1.193,2.747,76.172,31.860
0.089,1.884,-1.119,38.147,59.998,-6.348
0.259,1.528,-1.006,71.167,43.518,-37.720
0.513,0.767,-0.829,92.407,7.690,-78.125
0.628,0.440,-0.720,77.698,-8.789,-87.830
0.739,0.179,-0.466,24.475,-38.757,-80.811
0.879,-0.074,-0.347,-1.648,-47.668,-66.223
0.911,-0.079,-0.233,-21.484,-51.086,-47.058
0.879,0.085,-0.096,-36.316,-40.527,-5.493
0.816,0.231,-0.090,-33.264,-29.846,13.733
0.666,0.533,-0.183,-22.156,-7.812,40.344
0.586,0.773,-0.346,-10.132,10.254,46.570
0.563,0.831,-0.415,-5.554,15.076,42.603
0.547,0.860,-0.477,13.672,13.062,30.518
0.541,0.835,-0.545,1.160,8.484,24.170
0.530,0.804,-0.565,-0.427,2.502,18.250
0.513,0.774,-0.537,-6.287,-8.667,11.414
0.500,0.771,-0.505,-8.606,-12.451,10.376
0.501,0.784,-0.437,-7.080,-12.024,7.385
0.513,0.777,-0.414,-3.540,-9.094,5.005
0.545,0.733,-0.401,5.066,-2.502,0.183
0.557,0.716,-0.402,7.629,-0.061,-1.892
0.596,0.656,-0.392,8.972,1.892,-5.859
0.615,0.622,-0.376,8.667,1.770,-7.935
0.638,0.556,-0.378,6.897,2.258,-8.850
0.634,0.545,-0.384,3.662,1.770,-6.958
0.625,0.576,-0.377,-0.549,2.136,-3.357
0.619,0.592,-0.388,1.099,4.150,-1.343
0.618,0.642,-0.427,6.409,8.850,1.404
0.627,0.647,-0.442,7.507,9.888,1.465
0.634,0.666,-0.468,8.606,10.376,1.221
0.639,0.674,-0.494,7.935,6.165,0.366
0.637,0.662,-0.483,6.470,3.296,-0.366
0.642,0.628,-0.511,3.174,-0.732,-3.052
0.643,0.634,-0.502,-0.610,-3.601,-3.052
0.635,0.655,-0.461,-3.479,-8.301,-2.197
0.632,0.659,-0.451,-2.380,-9.521,-1.892
0.626,0.660,-0.425,-2.441,-10.010,-1.770
0.624,0.657,-0.416,-1.648,-9.644,-2.747
0.630,0.648,-0.418,-1.831,-9.033,-3.296
0.615,0.653,-0.409,-3.723,-9.094,-3.357
0.609,0.671,-0.410,-3.967,-8.606,-3.235
0.600,0.676,-0.397,-3.601,-7.202,-3.540
0.600,0.671,-0.394,-1.648,-5.798,-3.784
0.599,0.664,-0.404,2.563,-3.418,-3.479
0.599,0.664,-0.406,2.441,-2.747,-3.052
0.603,0.672,-0.394,1.343,-2.563,-2.563
0.614,0.679,-0.390,2.441,-0.732,-2.991
0.621,0.661,-0.390,3.540,0.122,-3.296
0.630,0.614,-0.399,3.052,1.038,-4.028
0.638,0.609,-0.404,1.465,0.854,-3.845
0.646,0.614,-0.401,-0.427,0.305,-2.991
0.655,0.612,-0.411,-0.977,-0.793,-2.502
0.652,0.613,-0.412,-0.610,-1.831,-1.831
0.637,0.620,-0.417,-0.793,-2.625,0.183
0.634,0.635,-0.418,-0.366,-2.563,1.038
0.625,0.648,-0.420,2.258,-1.953,1.099
0.623,0.655,-0.428,3.357,-1.648,0.549
0.616,0.657,-0.433,2.808,-2.136,0.183
0.607,0.665,-0.434,3.296,-1.892,-0.427
0.613,0.660,-0.445,3.784,-2.075,-1.526
0.626,0.649,-0.442,2.258,-3.418,-3.296
0.631,0.642,-0.435,2.136,-4.272,-3.845
0.634,0.639,-0.435,2.441,-5.554,-4.028
0.641,0.646,-0.424,2.197,-5.676,-4.028
0.642,0.647,-0.418,2.563,-5.920,-4.089
0.639,0.658,-0.412,5.188,-5.676,-4.395
0.642,0.655,-0.414,6.042,-5.371,-4.944
0.644,0.643,-0.406,5.371,-5.310,-6.470
0.646,0.644,-0.408,4.700,-5.493,-6.836
0.653,0.644,-0.394,2.075,-5.981,-7.996
0.662,0.638,-0.398,2.441,-5.981,-8.728
0.666,0.622,-0.394,3.723,-6.958,-8.240
0.666,0.600,-0.380,3.479,-6.714,-7.202
0.665,0.599,-0.378,2.930,-6.287,-5.981
0.675,0.599,-0.377,0.610,-4.883,-4.272
0.682,0.599,-0.373,0.244,-4.150,-3.845
0.690,0.588,-0.384,0.916,-2.441,-3.723
0.698,0.587,-0.388,0.244,-2.136,-3.296
0.693,0.589,-0.401,-2.808,-2.136,-1.282
0.675,0.615,-0.404,-3.601,-2.686,0.061
0.666,0.654,-0.411,-3.845,-3.723,1.343
0.655,0.662,-0.401,-3.052,-3.967,0.732
0.483,-0.962,-0.037,-22.888,-0.061,-16.846
0.562,-0.783,-0.094,-38.513,-16.052,-10.193
0.515,-0.751,-0.062,-21.545,-13.855,-11.230
0.524,-0.781,-0.129,-15.442,-4.395,-17.639
0.502,-0.819,-0.136,-11.841,-3.784,-19.653
0.524,-0.783,-0.066,-12.329,-3.174,-24.353
0.528,-0.762,-0.048,-9.827,-0.854,-27.771
0.543,-0.762,0.013,-1.953,4.944,-33.691
0.541,-0.786,0.027,7.385,12.817,-35.889
0.495,-0.808,-0.072,23.193,18.555,-41.260
0.470,-0.871,-0.149,24.536,19.531,-44.800
0.483,-0.903,-0.227,10.559,17.578,-49.072
0.479,-0.861,-0.164,1.526,14.771,-46.692
0.367,-0.836,-0.135,0.854,17.761,-47.058
0.444,-0.837,-0.176,-5.127,15.137,-56.396
0.439,-0.921,-0.106,-18.250,16.968,-49.255
0.419,-0.894,-0.059,-21.790,18.982,-46.997
0.447,-0.865,-0.052,-19.226,26.855,-46.814
0.447,-0.864,-0.138,-8.118,28.625,-44.312
0.367,-0.931,-0.080,23.193,23.987,-39.001
0.407,-0.911,-0.042,16.724,45.959,-37.415
0.405,-0.887,-0.040,14.587,50.171,-35.522
0.381,-0.927,-0.076,21.057,43.823,-37.781
0.322,-0.979,-0.131,20.142,40.955,-38.635
0.300,-0.983,-0.136,11.658,31.799,-41.931
0.329,-0.962,-0.118,7.568,26.184,-44.983
0.337,-0.955,-0.112,6.592,22.583,-46.875
0.331,-0.981,-0.129,11.719,16.296,-47.913
0.324,-0.978,-0.127,16.052,14.709,-48.157
0.299,-0.941,-0.125,29.358,16.418,-52.551
0.286,-0.932,-0.145,38.269,19.897,-55.542
0.245,-0.981,-0.201,59.570,28.381,-57.312
0.227,-0.997,-0.199,63.538,31.311,-56.091
0.204,-0.975,-0.254,57.922,34.302,-50.049
0.164,-0.997,-0.314,47.424,31.738,-45.227
0.150,-1.005,-0.354,14.954,22.461,-29.907
0.129,-1.001,-0.358,4.395,17.517,-24.475
0.094,-0.978,-0.382,-3.723,9.460,-17.639
0.084,-0.986,-0.387,-7.080,5.310,-14.343
0.080,-0.939,-0.344,-16.846,-0.183,-6.653
0.084,-0.943,-0.311,-16.235,1.892,-4.272
0.089,-0.941,-0.289,-6.592,8.362,-5.371
0.075,-0.938,-0.311,-4.150,10.864,-6.836
0.063,-0.939,-0.293,-4.089,13.550,-9.094
0.083,-0.953,-0.301,-1.648,14.954,-12.024
0.062,-0.978,-0.337,7.996,15.442,-13.306
0.049,-0.989,-0.358,9.460,14.954,-11.780
0.038,-0.993,-0.379,5.432,10.498,-9.644
0.036,-0.988,-0.363,-5.493,4.578,-2.869
0.047,-0.975,-0.350,-11.169,1.343,0.366
0.052,-0.958,-0.318,-19.409,-2.563,5.127
0.068,-0.918,-0.257,-20.996,-3.479,4.517
0.081,-0.926,-0.240,-19.775,-2.991,-0.488
0.124,-0.954,-0.213,-16.785,-1.465,-2.991
0.107,-0.919,-0.270,-4.272,2.380,-6.470
0.104,-0.926,-0.289,-0.122,3.296,-9.033
0.120,-0.946,-0.272,2.930,4.761,-12.207
0.120,-0.982,-0.272,4.272,5.920,-12.329
0.130,-1.016,-0.265,3.235,7.019,-10.193
0.111,-0.970,-0.245,3.479,7.324,-8.972
0.103,-0.979,-0.262,1.770,6.897,-7.080
0.097,-0.972,-0.262,0.061,6.165,-5.798
0.084,-0.955,-0.262,-0.549,5.371,-5.005
0.073,-0.950,-0.274,-0.977,5.127,-4.883
0.071,-0.943,-0.282,-1.160,4.517,-5.310
0.062,-0.954,-0.288,0.427,2.502,-6.042
0.062,-0.948,-0.274,0.671,1.892,-6.287
0.069,-0.948,-0.262,2.258,1.343,-8.179
0.072,-0.961,-0.265,1.038,0.793,-8.179
0.076,-0.968,-0.258,-3.174,-0.305,-5.798
0.080,-0.978,-0.247,-4.028,-0.549,-4.578
0.086,-0.985,-0.243,-3.906,0.916,-3.601
0.077,-0.975,-0.258,-0.916,1.526,-4.272
0.070,-0.982,-0.292,-0.854,0.854,-4.761
0.073,-0.991,-0.277,-1.770,-1.221,-4.883
0.082,-0.995,-0.279,-0.305,-1.770,-4.883
0.083,-1.003,-0.264,1.770,-2.136,-5.188
0.088,-1.002,-0.256,3.174,-2.258,-4.883
0.096,-0.999,-0.245,5.859,-2.136,-4.822
0.095,-0.988,-0.236,4.822,-1.831,-4.211
0.099,-0.982,-0.240,0.916,-1.343,-2.563
0.095,-0.982,-0.252,-1.099,-1.465,-1.160
0.094,-0.979,-0.247,-3.540,-2.136,-0.061
0.099,-0.981,-0.243,-2.930,-2.197,-0.732
0.097,-0.978,-0.233,-0.183,-1.343,-1.831
0.095,-0.975,-0.233,1.709,-1.038,-2.563
0.081,-0.969,-0.255,4.761,-0.305,-3.723
0.077,-0.974,-0.255,4.211,-0.854,-3.906
0.081,-0.981,-0.241,1.709,-0.671,-3.296
0.074,-0.978,-0.251,2.075,-0.366,-2.808
